new_index,question,topic,question_type,Whole_answer,highlighted_answer,Answer_type,query_standardized,topic_index,Sentiment_Valence,Sentiment_Label
1268,is it unsafe for me to eat feta when pregnant?,pregnancy,Binary Question,"Yes, feta cheese can be unsafe to eat during pregnancy if it's not made from pasteurized milk . Unpasteurized feta, like other soft cheeses, may contain Listeria bacteria, which can cause serious complications for the unborn baby, such as miscarriage, premature birth, or severe illness. Explanation: Listeria: This bacteria can cause listeriosis , an infection that can be dangerous for pregnant women and their fetuses.","Yes, feta cheese can be unsafe to eat during pregnancy if it's not made from pasteurized milk",AIO,is it unsafe for me to eat feta when pregnant?,25,negative,Neutral 
1168,is it safe for me to take advil while pregnant?,pregnancy,Binary Question,"No, it is generally not safe to take ibuprofen (Advil) while pregnant, especially after 20 weeks . While short courses of ibuprofen before 20 weeks may be considered by your doctor, it's not a first-choice pain reliever. After 20 weeks, ibuprofen can have serious risks for the developing baby, including affecting their kidneys, heart, and lungs. Here's why ibuprofen is not recommended during pregnancy: Potential Risks to the Fetus:","No, it is generally not safe to take ibuprofen (Advil) while pregnant, especially after 20 weeks",AIO,is it safe for me to take advil while pregnant?,28,positive,Neutral 
1065,can i take advil while pregnant?,pregnancy,Binary Question,"No, it is generally not recommended to take Advil (ibuprofen) while pregnant . Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID) that can increase the risk of complications during pregnancy, including: Premature birth: Ibuprofen can inhibit the production of prostaglandins, which are chemicals that play a role in labor.","No, it is generally not recommended to take Advil (ibuprofen) while pregnant",AIO,can i take advil while pregnant?,28,neutral,Negative
1271,is it unsafe for me to take advil while pregnant?,pregnancy,Binary Question,"Yes, it is generally considered unsafe to take Advil (ibuprofen) during pregnancy, especially after 20 weeks . While it may be safe in the first trimester in some cases, it's not recommended after that due to potential risks to the baby, including kidney problems, heart complications, and reduced amniotic fluid. Here's a more detailed explanation: Risks after 20 weeks:","Yes, it is generally considered unsafe to take Advil (ibuprofen) during pregnancy, especially after 20 weeks",AIO,is it unsafe for me to take advil while pregnant?,28,negative,Neutral 
1170,is it safe for me to take vitamin c while pregnant?,pregnancy,Binary Question,"Yes, it's generally safe to take vitamin C while pregnant , and it's actually recommended to consume enough to meet the recommended daily allowance (RDA). In fact, adequate vitamin C intake is important for both the pregnant woman and the developing baby. Here's why and how: Benefits for Mom and Baby: Vitamin C supports the baby's immune system, helps with collagen production (essential for healthy tissue and wound healing), and aids in iron absorption.","Yes, it's generally safe to take vitamin C while pregnant",AIO,is it safe for me to take vitamin c while pregnant?,30,positive,Postive
1067,can i take vitamin c while pregnant?,pregnancy,Binary Question,"Yes, it's generally safe to take vitamin C while pregnant , and it's even recommended to get enough from food or supplements, as it's essential for both the mother and baby's health, but it's important to stay within the recommended daily intake. Here's a more detailed explanation: Importance of Vitamin C in Pregnancy: Vitamin C is a vital nutrient during pregnancy, supporting a healthy immune system and aiding in the development of the baby's bones, ligaments, and tissues.","Yes, it's generally safe to take vitamin C while pregnant",AIO,can i take vitamin c while pregnant?,30,neutral,Postive
1273,is it unsafe for me to take vitamin c while pregnant?,pregnancy,Binary Question,"Yes, it's generally safe to take vitamin C during pregnancy , and it's actually recommended. In fact, pregnant women need more vitamin C than non-pregnant women. However, it's important to stay within recommended daily amounts, as excessive doses can cause side effects. Elaboration: Importance: Vitamin C is vital for both the mother and the baby during pregnancy. It supports tissue repair, wound healing, bone and teeth development, and helps the body absorb iron.","Yes, it's generally safe to take vitamin C during pregnancy",AIO,is it unsafe for me to take vitamin c while pregnant?,30,negative,Neutral 
1174,is it safe for pregnant women to eat beef jerky?,pregnancy,Binary Question,"Yes, beef jerky can generally be safe to eat during pregnancy if it meets the following criteria: Well-cooked: Beef jerky should be thoroughly cooked to an internal temperature of 160°F (71°C) to kill any harmful bacteria. Pasteurized: If the jerky is made from pasteurized meat, it is less likely to contain harmful bacteria.","Yes, beef jerky can generally be safe to eat during pregnancy if it meets the following criteria:",AIO,is it safe for pregnant women to eat beef jerky?,34,positive,Postive
1071,can pregnant women eat beef jerky?,pregnancy,Binary Question,"Yes, pregnant women can generally eat beef jerky, as long as it is : Well-cooked: Beef jerky is typically made from cooked beef, which helps kill any harmful bacteria. Not expired: Expired beef jerky may contain harmful bacteria or other contaminants. Low in sodium: Some beef jerkies are high in sodium, which can be harmful to pregnant women. Choose low-sodium options whenever possible.","Yes, pregnant women can generally eat beef jerky, as long as it is",AIO,can pregnant women eat beef jerky?,34,neutral,Neutral 
1277,is it unsafe for pregnant women to eat beef jerky?,pregnancy,Binary Question,"While generally safe in moderation, beef jerky should be consumed with caution during pregnancy due to its high sodium content and potential for listeria contamination . Eating too much beef jerky can contribute to high blood pressure and preeclampsia . Additionally, refrigerated, smoked foods like jerky can potentially carry listeria , which can be harmful during pregnancy. Here's a more detailed explanation: Sodium Content:",beef jerky should be consumed with caution during pregnancy due to its high sodium content and potential for listeria contamination,AIO,is it unsafe for pregnant women to eat beef jerky?,34,negative,Neutral 
1175,is it safe for pregnant women to eat calamari?,pregnancy,Binary Question,"Yes, it's generally safe to eat calamari (squid) during pregnancy in moderation, as long as it's thoroughly cooked and not raw or lightly seared . Here's a more detailed explanation: Safe in Moderation: Calamari is a good source of nutrients like omega-3 fatty acids, protein, and other vitamins and minerals.","Yes, it's generally safe to eat calamari (squid) during pregnancy in moderation, as long as it's thoroughly cooked and not raw or lightly seared",AIO,is it safe for pregnant women to eat calamari?,35,positive,Neutral 
